path,criticality,total_lines,ai_lines,automation_lines
apps/web/components/operation-blueprint.tsx,STANDARD,68,68,0
docs/MONEY_RAIL_HARDENING_PLAN_2026_04_04.md,STANDARD,68,68,0
shared/runtime-snapshot.test.ts,STANDARD,68,68,0
apps/web/components/receiving-slot-console.tsx,STANDARD,67,67,0
var/repo-build-test-contour-report.json,STANDARD,67,67,0
apps/web/components/knowledge-workspace.tsx,STANDARD,66,66,0
apps/web/lib/gekta/projects.ts,CROWN_JEWEL,66,66,0
packages/domain-core/src/unified-deal-passport.ts,CROWN_JEWEL,66,66,0
docs/adr/ADR-006-rbac-13-roles.md,STANDARD,65,65,0
apps/api/prisma/migrations/20260802120000_fgis_verified_lot_path_quarantine/migration.sql,STANDARD,64,64,0
apps/web/lib/lots-server.ts,STANDARD,64,64,0
apps/web/components/deal-spine-panel.tsx,STANDARD,63,63,0
apps/web/components/v9/ui/button.tsx,STANDARD,63,63,0
apps/web/components/detail-hero.tsx,STANDARD,62,62,0
apps/web/lib/pilot-runtime-server.ts,STANDARD,63,62,1
packages/integration-sdk/src/adapters/fns.adapter.ts,CROWN_JEWEL,62,62,0
.github/workflows/ci-postgres-image-authority.yml,STANDARD,60,60,0
infra/vault/policy-grainflow-api.hcl,STANDARD,60,60,0
packages/integration-sdk/src/adapters/rshn.adapter.ts,CROWN_JEWEL,60,60,0
packages/integration-sdk/src/testing/fgis-zerno-test-binding.ts,CROWN_JEWEL,60,60,0
scripts/tai-conversation-subject-contract.mjs,STANDARD,60,60,0
apps/web/mocks/fixtures/disputes.json,STANDARD,59,59,0
scripts/check-workflow-syntax.py,STANDARD,59,59,0
apps/api/src/modules/accounting/accounting.module.ts,CROWN_JEWEL,58,58,0
apps/api/src/shared/provider-health.shared.ts,STANDARD,58,58,0
apps/api/src/modules/auth/mfaBackupCodeSymmetry.spec.ts,CROWN_JEWEL,56,56,0
apps/web/app/responsive.css,STANDARD,56,56,0
apps/web/lib/provider-assignment-access.ts,STANDARD,56,56,0
apps/web/components/lot-disclosure-panel.tsx,STANDARD,55,55,0
apps/web/components/payment-rail-console.tsx,STANDARD,55,55,0
apps/api/src/modules/lots/dto/create-lot.dto.ts,STANDARD,54,54,0
apps/web/app/api/realtime/route.ts,STANDARD,55,54,1
apps/web/components/lot-entry-rail-panel.tsx,STANDARD,54,54,0
apps/web/tests/unit/surfaceRoleMappingParity.test.ts,STANDARD,54,54,0
apps/web/app/error.tsx,STANDARD,53,53,0
apps/web/components/evidence-pack-panel.tsx,STANDARD,53,53,0
packages/domain-core/src/canonical-reason-codes.ts,CROWN_JEWEL,53,53,0
apps/web/components/confirm-dialog.tsx,STANDARD,52,52,0
apps/web/components/execution-readiness-panel.tsx,STANDARD,52,52,0
apps/web/components/money-release-gate.tsx,STANDARD,52,52,0
apps/web/components/receiving-release-gate.tsx,STANDARD,52,52,0
apps/api/src/modules/certificate-monitor/certificate-monitor.controller.ts,STANDARD,51,51,0
apps/api/src/modules/elevator/elevator.controller.ts,STANDARD,51,51,0
apps/web/components/v9/ui/badge.tsx,STANDARD,51,51,0
apps/web/components/v9/ui/input.tsx,STANDARD,50,50,0
apps/web/tests/unit/platformV7AccountingRouteAccess.test.ts,STANDARD,50,50,0
docs/adr/ADR-005-native-timers-no-schedule.md,STANDARD,50,50,0
apps/web/components/gekta/GektaCapabilities.tsx,PROTECTED_PRODUCT_UI,49,49,0
apps/web/lib/industrialization-server.ts,STANDARD,49,49,0
apps/web/stores/useOfflineQueueStore.ts,STANDARD,49,49,0
docs/adr/ADR-008-waf-coraza-nginx.md,STANDARD,49,49,0
packages/domain-core/src/deadline-protection.ts,CROWN_JEWEL,49,49,0
apps/tai/governance/scopes/industrial-acceptance-backlog-2726.json,STANDARD,48,48,0
apps/web/mocks/fixtures/batches.json,STANDARD,48,48,0
apps/web/tests/e2e/support/acceptance-https-server.mjs,STANDARD,48,48,0
apps/web/tests/unit/productionWebHardeningContract.test.ts,STANDARD,48,48,0
docs/adr/ADR-007-s3-presigned-url-storage.md,STANDARD,48,48,0
packages/domain-core/src/scoring.ts,CROWN_JEWEL,48,48,0
apps/api/src/modules/regulatory-integration/fgis-grain/fgis-grain-legacy-quarantine.test-double.ts,STANDARD,47,47,0
apps/web/tests/unit/taiLivePublicQwenInferenceAcceptance.test.ts,STANDARD,99,47,52
apps/web/components/driver-live-map.tsx,STANDARD,46,46,0
apps/web/components/finance-console.tsx,STANDARD,46,46,0
apps/web/components/v9/ui/card.tsx,STANDARD,46,46,0
packages/domain-core/src/canonical-models.ts,CROWN_JEWEL,46,46,0
packages/domain-core/src/execution-scores-v2.ts,CROWN_JEWEL,46,46,0
scripts/build-platform-v7-messages.mjs,STANDARD,46,46,0
apps/web/components/object-copilot-card.tsx,STANDARD,45,45,0
apps/web/components/receiving-queue-console.tsx,STANDARD,45,45,0
apps/web/lib/provider-stage-context.ts,STANDARD,45,45,0
apps/web/components/action-outcome-panel.tsx,STANDARD,44,44,0
apps/web/components/page-frame.tsx,STANDARD,44,44,0
apps/web/lib/execution-readiness.ts,STANDARD,43,43,0
apps/web/lib/pilot-data.ts,STANDARD,43,43,0
apps/web/stores/useSessionStore.ts,STANDARD,43,43,0
docs/adr/ADR-002-adapter-pattern-integrations.md,STANDARD,43,43,0
docs/adr/ADR-003-outbox-pattern.md,STANDARD,43,43,0
docs/RUNTIME_EXECUTION_STATUS_2026_04_04.md,STANDARD,43,43,0
scripts/verify-14-problems-hardening.mjs,STANDARD,43,43,0
workers/runtime-outbox/runtime-outbox.worker.ts,STANDARD,43,43,0
apps/web/app/platform-v7/deals/[id]/accounting/page.tsx,STANDARD,42,42,0
apps/web/components/module-hub.tsx,STANDARD,42,42,0
config/catalog/federal-counterparties.catalog.json,STANDARD,42,42,0
shared/ai-local-kb.seed.jsonl,STANDARD,41,41,0
apps/api/src/modules/arbitrator/arbitrator.controller.ts,CROWN_JEWEL,40,40,0
apps/api/src/modules/logistics/dto/create-shipment.dto.ts,STANDARD,40,40,0
apps/api/src/modules/organizations/organizations.controller.ts,CROWN_JEWEL,40,40,0
apps/web/lib/auth-store.ts,STANDARD,40,40,0
apps/api/src/modules/notifications/notifications.controller.ts,STANDARD,39,39,0
apps/web/components/closure-engine-panel.tsx,STANDARD,39,39,0
apps/web/components/gekta/GektaProductCta.tsx,PROTECTED_PRODUCT_UI,39,39,0
config/modes/runtime.full.env.example,STANDARD,39,39,0
docs/adr/ADR-004-hash-chain-audit.md,STANDARD,39,39,0
docs/platform-v7/autopilot/scopes/sbom-coverage-100-4528.json,STANDARD,39,39,0
docs/PROJECT_REPO_BASELINE.md,STANDARD,39,39,0
apps/web/components/deal-state-machine-panel.tsx,STANDARD,37,37,0
apps/web/components/survey-task-console.tsx,STANDARD,37,37,0
apps/web/lib/operational-vocabulary.ts,STANDARD,37,37,0
docs/adr/ADR-001-money-integer-kopecks.md,STANDARD,37,37,0
docs/platform-v7/autopilot/scopes/sec-action-pinning-ratchet-4521.json,STANDARD,37,37,0
docs/platform-v7/autopilot/scopes/tai-release-authority-boundary.json,STANDARD,37,37,0
docs/SOURCE_TRANSFER_STATUS.md,STANDARD,37,37,0
.github/codeql/codeql-config.yml,STANDARD,36,36,0
.github/container-images/postgres-16-alpine.v1.json,STANDARD,36,36,0
.github/container-images/postgres-16.4-alpine3.20.v1.json,STANDARD,36,36,0
.github/container-images/postgres-16.v1.json,STANDARD,36,36,0
apps/web/components/lot-calculator.tsx,STANDARD,36,36,0
apps/web/components/operational-state-panel.tsx,STANDARD,36,36,0
config/pilot/tambov.pilot.json,STANDARD,36,36,0
docs/platform-v7/autopilot/scopes/sec-secret-history-register-4523.json,STANDARD,36,36,0
apps/web/app/platform-v7/accounting/page.tsx,STANDARD,35,35,0
apps/web/lib/sber-server.ts,STANDARD,36,35,1
docs/platform-v7/autopilot/project-locks/pc-crop-federal-accounting.json,STANDARD,35,35,0
workers/runtime-janitor/runtime-janitor.worker.ts,STANDARD,35,35,0
apps/web/components/decision-readiness-panel.tsx,STANDARD,34,34,0
apps/web/components/integration-contracts-panel.tsx,STANDARD,34,34,0
apps/web/lib/auth-cookies.ts,STANDARD,34,34,0
docs/ip/AI_PROVENANCE_SUMMARY.json,STANDARD,34,34,0
docs/platform-v7/autopilot/scopes/ip-chain-of-title-ai-provenance-4515.json,STANDARD,34,34,0
docs/platform-v7/autopilot/scopes/ip-qwen-immutability-gate-4519.json,STANDARD,34,34,0
apps/api/src/common/security/object-access.service.ts,STANDARD,33,33,0
apps/api/src/modules/accounting/period-window.ts,CROWN_JEWEL,33,33,0
apps/web/lib/data-provenance.ts,STANDARD,33,33,0
apps/web/lib/report-data.ts,STANDARD,33,33,0
docs/platform-v7/autopilot/scopes/ip-file-provenance-register-4512.json,STANDARD,33,33,0
shared/runtime-store.ts,STANDARD,33,33,0
workers/runtime-durable-loop/runtime-durable-loop.worker.ts,STANDARD,33,33,0
workers/runtime-watchdog/runtime-watchdog.worker.ts,STANDARD,33,33,0
apps/web/components/driver-map.tsx,STANDARD,32,32,0
docs/platform-v7/autopilot/scopes/pc-crop-federal-accounting-route-policy.json,STANDARD,32,32,0
docs/platform-v7/autopilot/scopes/sec-security-policy-threat-model-4517.json,STANDARD,32,32,0
docs/platform-v7/autopilot/scopes/tai-state-root-second-writer.json,STANDARD,31,31,0
.github/workflows/workflow-syntax-guard.yml,STANDARD,30,30,0
apps/tai/governance/scopes/ap-13c1f-conversion-authority-digest-fix.json,STANDARD,30,30,0
apps/web/components/partner-rail-panel.tsx,STANDARD,30,30,0
docs/platform-v7/autopilot/scopes/tai-stream-endpoint-signing-path.json,STANDARD,30,30,0
packages/domain-core/CHANGELOG.md,CROWN_JEWEL,30,30,0
apps/web/components/live-resource-table.tsx,STANDARD,28,28,0
apps/web/components/offline-banner.tsx,STANDARD,28,28,0
apps/web/components/offline-conflict-panel.tsx,STANDARD,28,28,0
config/modes/pilot.env.example,STANDARD,28,28,0
docs/ip/similarity-adjudications.json,STANDARD,28,28,0
packages/domain-core/src/integration-contracts.ts,CROWN_JEWEL,28,28,0
workers/role-projection/role-projection.worker.ts,STANDARD,28,28,0
apps/web/components/deal-lifecycle-lane.tsx,STANDARD,27,27,0
apps/web/components/next-step-bar.tsx,STANDARD,27,27,0
infra/grafana/datasources.yml,STANDARD,27,27,0
packages/domain-core/src/feature-policy-registry.ts,CROWN_JEWEL,27,27,0
apps/web/components/create-lot-wizard.tsx,STANDARD,26,26,0
apps/web/lib/business-reputation-server.ts,STANDARD,28,26,2
imports/source-transfer/README.md,STANDARD,26,26,0
apps/api/test/one-deal/persistent-actor-identities.ts,STANDARD,25,25,0
apps/web/components/field-offline-hardening-panel.tsx,STANDARD,25,25,0
apps/web/components/operator-case-center-panel.tsx,STANDARD,25,25,0
apps/web/components/operator-escalation-board.tsx,STANDARD,25,25,0
apps/web/components/role-current-focus-card.tsx,STANDARD,25,25,0
apps/web/lib/api-server.ts,STANDARD,26,25,1
infra/helm/grainflow/values-staging.yaml,STANDARD,25,25,0
apps/tai/governance/scopes/ap-13c1f-control-package-checksum-hotfix.json,STANDARD,24,24,0
apps/web/components/connection-status.tsx,STANDARD,24,24,0
apps/web/components/floating-ai-assistant.tsx,STANDARD,24,24,0
apps/web/lib/industrialization-server.d.ts,STANDARD,24,24,0
apps/web/lib/route-roles.ts,STANDARD,24,24,0
apps/web/playwright.config.ts,STANDARD,24,24,0
apps/web/components/critical-blockers-panel.tsx,STANDARD,23,23,0
apps/web/components/v9/cards/EmptyState.tsx,STANDARD,23,23,0
docs/ip/deminimis-line-adjudications.json,STANDARD,23,23,0
docs/TASK_14_PROBLEM_HARDENING.md,STANDARD,23,23,0
infra/k8s/base/namespace.yml,STANDARD,23,23,0
infra/sql/performance-hardening.sql,STANDARD,23,23,0
workers/runtime-outbox-db/runtime-outbox-db.worker.ts,STANDARD,23,23,0
apps/web/components/dispute-actions.tsx,STANDARD,22,22,0
apps/web/components/dispute-workspace.tsx,STANDARD,22,22,0
apps/web/components/onboarding-tour.tsx,STANDARD,22,22,0
apps/web/components/sber-money-rail-panel.tsx,STANDARD,22,22,0
apps/web/components/theme-toggle.tsx,STANDARD,22,22,0
apps/web/lib/runtime-gap-policy.ts,STANDARD,22,22,0
config/integration/sber-business-and-bank.env.example,STANDARD,22,22,0
docs/ip/CONTRIBUTORS.csv,STANDARD,22,22,0
shared/runtime-modes.ts,STANDARD,22,22,0
workers/payment-callback-simulator/payment-callback.worker.ts,STANDARD,22,22,0
apps/web/components/pilot-page-guard.tsx,STANDARD,21,21,0
apps/web/components/release-readiness-card.tsx,STANDARD,21,21,0
apps/web/components/toast.tsx,STANDARD,21,21,0
apps/web/lib/csrf.ts,STANDARD,21,21,0
packages/domain-core/src/risk-scoring.ts,CROWN_JEWEL,21,21,0
workers/route-simulator/route-simulator.worker.ts,STANDARD,21,21,0
apps/web/components/breadcrumbs.tsx,STANDARD,20,20,0
apps/web/components/market-news-rail.tsx,STANDARD,20,20,0
apps/web/components/process-lane.tsx,STANDARD,20,20,0
apps/web/components/simulation-console.tsx,STANDARD,20,20,0
config/release/release-package.manifest.json,STANDARD,20,20,0
apps/api/src/modules/logistics/dto/transition-shipment.dto.ts,STANDARD,19,19,0
apps/web/components/analytics-alerts-panel.tsx,STANDARD,19,19,0
docs/INTEGRATION_BACKLOG.md,STANDARD,19,19,0
tsconfig.web-verify.json,STANDARD,19,19,0
apps/web/app/platform-v7r/error.tsx,STANDARD,18,18,0
apps/web/components/data-table.tsx,STANDARD,18,18,0
apps/web/components/document-center.tsx,STANDARD,18,18,0
config/fixtures/tambov-pilot-fixtures.json,STANDARD,18,18,0
apps/api/src/modules/regulatory-integration/fgis-grain/fgis-grain-legacy-quarantine.module.ts,STANDARD,17,17,0
apps/web/components/context-playbook-panel.tsx,STANDARD,17,17,0
apps/web/components/mobile-nav.tsx,STANDARD,17,17,0
apps/web/lib/deal-context.ts,STANDARD,17,17,0
infra/nginx/proxy_params.conf,STANDARD,17,17,0
tsconfig.api-verify.json,STANDARD,17,17,0
workers/runtime-lock-janitor/runtime-lock-janitor.worker.ts,STANDARD,17,17,0
apps/api/src/shared/integration-mode.ts,STANDARD,16,16,0
apps/web/app/api/runtime-scenario/[id]/run/route.ts,STANDARD,19,16,3
apps/web/components/driver-action-buttons.tsx,STANDARD,16,16,0
apps/web/components/driver-mobile-hub.tsx,STANDARD,16,16,0
apps/web/components/field-mobile-hub.tsx,STANDARD,16,16,0
apps/web/components/map-simulation.tsx,STANDARD,16,16,0
apps/web/components/operational-timeline.tsx,STANDARD,16,16,0
docs/KNOWN_LIMITATIONS.md,STANDARD,16,16,0
workers/connector-retry/connector-retry.worker.ts,STANDARD,16,16,0
apps/api/src/modules/integrations/integrations.module.ts,STANDARD,15,15,0
apps/api/src/shared/integration-signature.ts,STANDARD,15,15,0
apps/web/app/api/business-reputation/export/route.ts,STANDARD,16,15,1
apps/web/components/deadline-protection-panel.tsx,STANDARD,15,15,0
apps/web/components/notification-center.tsx,STANDARD,15,15,0
apps/web/components/role-handoff-board.tsx,STANDARD,15,15,0
apps/web/components/role-readiness-board.tsx,STANDARD,15,15,0
apps/web/components/runtime-source-banner.tsx,STANDARD,15,15,0
apps/web/components/source-note.tsx,STANDARD,15,15,0
apps/web/components/source-of-truth-strip.tsx,STANDARD,15,15,0
apps/web/components/state-machine-board.tsx,STANDARD,15,15,0
apps/web/mocks/fixtures/bank-events.json,STANDARD,15,15,0
infra/nginx/waf.conf,STANDARD,15,15,0
tsconfig.base.json,STANDARD,15,15,0
apps/web/components/file-upload.tsx,STANDARD,14,14,0
apps/web/components/lot-inline-calculator.tsx,STANDARD,14,14,0
apps/web/components/v9/ui/skeleton.tsx,STANDARD,14,14,0
docs/ip/similarity-corpus-approval.json,STANDARD,14,14,0
docs/security/secret-scan-allowlist.json,STANDARD,14,14,0
tsconfig.shared-verify.json,STANDARD,14,14,0
workers/runtime-supervisor/runtime-supervisor.worker.ts,STANDARD,14,14,0
apps/api/src/common/decorators/public.decorator.ts,STANDARD,13,13,0
apps/api/src/common/security/access.service.ts,STANDARD,13,13,0
apps/api/src/modules/saga/saga.module.ts,STANDARD,13,13,0
apps/web/app/api/offline-sync/route.ts,STANDARD,13,13,0
apps/web/app/api/runtime-outbox-dead/route.ts,STANDARD,14,13,1
apps/web/app/api/runtime-outbox/route.ts,STANDARD,14,13,1
apps/web/app/api/runtime-snapshot/route.ts,STANDARD,14,13,1
apps/web/components/driver-verification-panel.tsx,STANDARD,13,13,0
apps/web/components/weak-connection-mode-panel.tsx,STANDARD,13,13,0
apps/web/lib/market-analytics-server.ts,STANDARD,14,13,1
apps/web/lib/notifications-server.ts,STANDARD,14,13,1
infra/helm-values.example.yaml,STANDARD,13,13,0
infra/helm/grainflow/Chart.yaml,STANDARD,13,13,0
apps/api/src/modules/certificate-monitor/certificate-monitor.module.ts,STANDARD,12,12,0
apps/api/src/modules/factoring/factoring.module.ts,CROWN_JEWEL,12,12,0
apps/api/src/modules/kyc/kyc.module.ts,CROWN_JEWEL,12,12,0
apps/web/components/company-profile-actions.tsx,STANDARD,12,12,0
apps/web/i18n/locale.ts,STANDARD,12,12,0
packages/domain-core/tsconfig.json,CROWN_JEWEL,12,12,0
apps/api/src/modules/deals/dto/transition-deal.dto.ts,CROWN_JEWEL,11,11,0
apps/api/src/modules/partner-api/partner-api.module.ts,STANDARD,11,11,0
apps/api/tsconfig.json,STANDARD,11,11,0
apps/web/app/api/commercial/analytics/alerts/route.ts,STANDARD,11,11,0
apps/web/app/api/commercial/companies/route.ts,STANDARD,11,11,0
apps/web/app/api/commercial/dispatch/route.ts,STANDARD,11,11,0
apps/web/app/api/commercial/field-kits/route.ts,STANDARD,11,11,0
apps/web/app/api/commercial/finance/applications/route.ts,STANDARD,11,11,0
apps/web/app/api/commercial/insurance/route.ts,STANDARD,11,11,0
apps/web/app/api/commercial/knowledge/recommend/route.ts,STANDARD,11,11,0
apps/web/app/api/commercial/knowledge/route.ts,STANDARD,11,11,0
apps/web/app/api/commercial/market/route.ts,STANDARD,11,11,0
apps/web/app/api/commercial/provider-assignments/route.ts,STANDARD,11,11,0
apps/web/app/api/commercial/queue/route.ts,STANDARD,11,11,0
apps/web/app/api/commercial/survey/route.ts,STANDARD,11,11,0
apps/web/components/lot-actions.tsx,STANDARD,11,11,0
apps/web/lib/role-home-server.ts,STANDARD,12,11,1
config/integration/integration.env.example,STANDARD,11,11,0
config/modes/pilot-controlled.env.example,STANDARD,11,11,0
docs/INTEGRATION_CAPABILITY_MATRIX.md,STANDARD,11,11,0
imports/source-transfer/reconstruct.sh,STANDARD,11,11,0
infra/README.md,STANDARD,11,11,0
apps/api/src/modules/analytics/analytics.module.ts,STANDARD,10,10,0
apps/api/src/modules/auth/dto/login.dto.ts,CROWN_JEWEL,10,10,0
apps/api/src/modules/bank-reconciliation/bank-reconciliation.module.ts,CROWN_JEWEL,10,10,0
apps/api/src/modules/business-reputation/business-reputation.module.ts,CROWN_JEWEL,10,10,0
apps/api/src/modules/elevator/elevator.module.ts,STANDARD,10,10,0
apps/api/src/modules/export-trade/export-trade.module.ts,STANDARD,10,10,0
apps/api/src/modules/exports/exports.module.ts,STANDARD,10,10,0
apps/api/src/modules/notifications/notifications.module.ts,STANDARD,10,10,0
apps/api/src/modules/railway/railway.module.ts,STANDARD,10,10,0
apps/api/src/modules/route-planner/route-planner.module.ts,STANDARD,10,10,0
apps/web/app/api/commercial/companies/[id]/route.ts,STANDARD,12,10,2
apps/web/app/api/commercial/dispatch/[id]/route.ts,STANDARD,12,10,2
apps/web/app/api/commercial/finance/applications/[id]/route.ts,STANDARD,12,10,2
apps/web/app/api/commercial/finance/applications/[id]/waterfall/[stepId]/route.ts,STANDARD,12,10,2
apps/web/app/api/commercial/provider-assignments/[id]/route.ts,STANDARD,12,10,2
apps/web/app/api/commercial/queue/[id]/route.ts,STANDARD,12,10,2
apps/web/components/app-shell.tsx,STANDARD,10,10,0
apps/web/components/browser-access-panel.tsx,STANDARD,10,10,0
apps/web/components/logistics-map-embed.tsx,STANDARD,10,10,0
apps/web/lib/esia-sandbox.ts,STANDARD,10,10,0
apps/api/src/modules/ledger/ledger.module.ts,CROWN_JEWEL,9,9,0
apps/web/components/kpi-card.tsx,STANDARD,9,9,0
apps/web/components/skeleton.tsx,STANDARD,9,9,0
apps/web/components/view-state-card.tsx,STANDARD,9,9,0
apps/web/lib/market-news-server.ts,STANDARD,9,9,0
config/modes/demo.env.example,STANDARD,9,9,0
docs/ip/DATA_AND_MODEL_PROVENANCE.csv,STANDARD,9,9,0
integrations/sandbox-fixtures/gps-event.json,STANDARD,9,9,0
apps/web/components/favorite-button.tsx,STANDARD,8,8,0
apps/web/components/offline-fallback.tsx,STANDARD,8,8,0
apps/web/lib/kep-upload.ts,STANDARD,8,8,0
codeql/insufficient-password-hash-corrected/qlpack.yml,STANDARD,8,8,0
codeql/insufficient-password-hash-corrected/tests/qlpack.yml,STANDARD,8,8,0
integrations/sandbox-fixtures/bank-callback.json,STANDARD,8,8,0
integrations/sandbox-fixtures/smartagro-forecast.json,STANDARD,8,8,0
integrations/sandbox-fixtures/edo-callback.json,STANDARD,7,7,0
integrations/sandbox-fixtures/fgis-sync.json,STANDARD,7,7,0
integrations/sandbox-fixtures/lab-result.json,STANDARD,7,7,0
apps/api/src/common/decorators/current-user.decorator.ts,STANDARD,6,6,0
apps/api/src/modules/auth/dto/refresh.dto.ts,CROWN_JEWEL,6,6,0
apps/web/app/api/commercial/expansion-read-model/route.ts,STANDARD,6,6,0
apps/web/app/api/commercial/expansion/route.full.ts,STANDARD,6,6,0
apps/web/app/api/commercial/expansion/route.ts,STANDARD,6,6,0
apps/web/lib/v9/utils.ts,STANDARD,6,6,0
types/verify-shims.d.ts,STANDARD,6,6,0
apps/api/src/common/decorators/audit-action.decorator.ts,STANDARD,5,5,0
apps/web/components/repeat-lot-button.tsx,STANDARD,5,5,0
apps/web/lib/uat.ts,STANDARD,5,5,0
workers/runtime-command/runtime-command.worker.ts,STANDARD,5,5,0
apps/api/src/common/decorators/roles.decorator.ts,STANDARD,4,4,0
apps/web/app/platform-v7r/deals/page.tsx,STANDARD,4,4,0
apps/web/lib/commercial-api.ts,STANDARD,4,4,0
apps/web/mocks/browser.ts,STANDARD,4,4,0
apps/web/mocks/server.ts,STANDARD,4,4,0
apps/web/next-env.d.ts,STANDARD,6,4,2
codeql/insufficient-password-hash-corrected/tests/negative/NegativeOpaqueCredentials.expected,STANDARD,4,4,0
integrations/smartagro/README.md,STANDARD,4,4,0
integrations/smartagro/request-pack/README.md,STANDARD,4,4,0
apps/web/.gitignore,STANDARD,3,3,0
apps/web/components/bid-form.tsx,STANDARD,3,3,0
apps/web/components/bid-section.tsx,STANDARD,3,3,0
apps/web/components/business-reputation-control.tsx,STANDARD,3,3,0
apps/web/components/calculator-panel.tsx,STANDARD,3,3,0
apps/web/components/calculator-tool.tsx,STANDARD,3,3,0
apps/web/components/deal-workspace-entry.tsx,STANDARD,3,3,0
apps/web/components/feature-flag-strip.tsx,STANDARD,3,3,0
apps/web/components/insurance-case-console.tsx,STANDARD,3,3,0
apps/web/components/lab-retest-button.tsx,STANDARD,3,3,0
apps/web/components/leaflet-logistics-map.tsx,STANDARD,3,3,0
apps/web/components/live-chat-console.tsx,STANDARD,3,3,0
apps/web/components/simple-charts.tsx,STANDARD,3,3,0
apps/web/lib/default-deal-server.ts,STANDARD,3,3,0
apps/web/lib/id-factory.ts,STANDARD,3,3,0
apps/web/app/api/commercial/expansion.txt,STANDARD,1,1,0
codeql/insufficient-password-hash-corrected/tests/negative/NegativeOpaqueCredentials.qlref,STANDARD,1,1,0
codeql/insufficient-password-hash-corrected/tests/positive/PositivePasswordFlows.qlref,STANDARD,1,1,0
